followers_count,following_count,tweet_count,days_antiquity,description_length,username_digits,class
113.0,1051.0,850.0,3869.0,16.0,2.0,0
92.0,221.0,1484.0,4952.0,,0.0,0
2.0,65.0,1242.0,1240.0,57.0,8.0,0
13.0,94.0,2367.0,1240.0,81.0,4.0,0
250.0,998.0,13945.0,1240.0,1.0,8.0,0
407.0,593.0,43368.0,1239.0,130.0,8.0,0
30.0,64.0,8242.0,1236.0,,8.0,0
13.0,95.0,679.0,1233.0,59.0,4.0,0
1.0,48.0,371.0,1232.0,,1.0,0
47.0,147.0,1014.0,1232.0,57.0,0.0,0
1147.0,34.0,21753.0,1231.0,55.0,1.0,0
5378.0,4796.0,13946.0,4951.0,1.0,2.0,0
9.0,43.0,2373.0,1229.0,,8.0,0
242.0,143.0,11796.0,3867.0,85.0,2.0,0
118.0,340.0,9178.0,1226.0,158.0,0.0,0
25.0,92.0,1486.0,1226.0,50.0,1.0,0
13.0,67.0,45.0,1222.0,,0.0,0
599.0,4485.0,51230.0,4950.0,120.0,2.0,0
49.0,415.0,1488.0,3866.0,,2.0,0
52.0,84.0,3622.0,1219.0,,1.0,0
0.0,63.0,440.0,1219.0,,0.0,0
227.0,122.0,8299.0,1209.0,145.0,2.0,0
165.0,566.0,13935.0,3864.0,42.0,0.0,0
43.0,63.0,6640.0,3864.0,122.0,2.0,0
17.0,69.0,306.0,3864.0,18.0,2.0,0
424.0,565.0,3399.0,4948.0,11.0,0.0,0
32.0,98.0,3220.0,3864.0,,3.0,0
32.0,102.0,1156.0,1206.0,43.0,8.0,0
46.0,130.0,2574.0,4948.0,,0.0,0
111.0,568.0,17965.0,1205.0,14.0,0.0,0
252.0,313.0,24795.0,1205.0,,0.0,0
83.0,314.0,6374.0,4948.0,27.0,0.0,0
37.0,170.0,190.0,1203.0,8.0,1.0,0
27.0,192.0,324.0,1201.0,79.0,0.0,0
490.0,1121.0,43902.0,3863.0,137.0,2.0,0
404.0,990.0,10159.0,4948.0,15.0,0.0,0
586.0,945.0,38478.0,1200.0,111.0,1.0,0
703.0,516.0,1373.0,1200.0,8.0,1.0,0
23.0,400.0,4621.0,1200.0,95.0,0.0,0
258.0,2328.0,10191.0,4947.0,25.0,0.0,0
1306.0,2530.0,39207.0,3863.0,99.0,0.0,0
5806.0,289.0,155.0,1197.0,19.0,0.0,0
18.0,93.0,2408.0,1196.0,9.0,0.0,0
29.0,158.0,1033.0,1196.0,9.0,0.0,0
258.0,513.0,31373.0,3862.0,46.0,0.0,0
70.0,102.0,7330.0,1194.0,,4.0,0
32.0,161.0,1412.0,3862.0,,8.0,0
3.0,320.0,268.0,1192.0,11.0,0.0,0
89.0,305.0,743.0,4947.0,,4.0,0
47.0,68.0,779.0,4947.0,43.0,0.0,0
12.0,133.0,201.0,1189.0,38.0,0.0,0
59.0,192.0,9213.0,1188.0,156.0,1.0,0
30.0,763.0,2038.0,1188.0,8.0,4.0,0
35.0,16.0,1345.0,1188.0,4.0,1.0,0
319.0,339.0,8422.0,4946.0,145.0,2.0,0
127.0,202.0,3107.0,4946.0,,0.0,0
113.0,299.0,11112.0,1182.0,,0.0,0
19.0,54.0,641.0,1181.0,,8.0,0
4.0,14.0,990.0,1181.0,15.0,1.0,0
60.0,896.0,5392.0,1181.0,,1.0,0
8.0,73.0,31.0,3860.0,,2.0,0
508.0,577.0,8829.0,1179.0,114.0,0.0,0
0.0,19.0,2.0,1179.0,,0.0,0
621.0,1901.0,18269.0,4945.0,95.0,2.0,0
15.0,79.0,2972.0,1178.0,,8.0,0
141.0,724.0,8981.0,1178.0,111.0,8.0,0
27.0,175.0,409.0,1175.0,79.0,1.0,0
76.0,63.0,913.0,3860.0,,4.0,0
686.0,2505.0,156197.0,3859.0,,3.0,0
390.0,592.0,5234.0,4944.0,65.0,0.0,0
310.0,395.0,57708.0,4944.0,126.0,0.0,0
253.0,1546.0,5014.0,1163.0,85.0,1.0,0
67.0,295.0,20.0,1162.0,98.0,0.0,0
4.0,40.0,16.0,1161.0,154.0,0.0,0
346.0,2516.0,2814.0,4943.0,18.0,0.0,0
209359.0,62.0,1790.0,1160.0,114.0,0.0,0
235.0,598.0,8428.0,1158.0,46.0,0.0,0
858.0,1393.0,2087.0,1154.0,93.0,0.0,0
297.0,530.0,58637.0,1153.0,92.0,8.0,0
4.0,3.0,482.0,1153.0,30.0,4.0,0
275.0,1041.0,1208.0,3857.0,,0.0,0
188.0,387.0,1305.0,1150.0,24.0,2.0,0
93.0,112.0,639.0,1149.0,64.0,0.0,0
1145.0,1237.0,32307.0,1148.0,88.0,3.0,0
88.0,90.0,6188.0,3857.0,154.0,2.0,0
6.0,32.0,2140.0,1147.0,,8.0,0
82.0,80.0,814.0,1145.0,10.0,1.0,0
115.0,684.0,8938.0,4941.0,72.0,3.0,0
76.0,76.0,2846.0,1141.0,32.0,0.0,0
5.0,18.0,862.0,1139.0,36.0,1.0,0
13.0,372.0,291.0,1138.0,70.0,0.0,0
368.0,313.0,4883.0,1137.0,94.0,2.0,0
34.0,232.0,2111.0,1137.0,126.0,0.0,0
1169.0,992.0,27756.0,1137.0,53.0,0.0,0
8.0,253.0,1515.0,1137.0,62.0,0.0,0
189.0,1577.0,1698.0,3856.0,,0.0,0
10.0,24.0,1215.0,1135.0,46.0,0.0,0
345.0,832.0,37011.0,4940.0,25.0,2.0,0
43.0,357.0,575.0,1134.0,,4.0,0
23.0,453.0,142.0,1134.0,23.0,0.0,0
400.0,393.0,19810.0,1133.0,25.0,4.0,0
580.0,653.0,55712.0,1133.0,143.0,8.0,0
369.0,1102.0,7731.0,4940.0,90.0,0.0,0
30.0,37.0,10992.0,1131.0,89.0,8.0,0
27.0,290.0,1317.0,1131.0,38.0,2.0,0
333.0,2107.0,2756.0,3856.0,112.0,0.0,0
76.0,786.0,17227.0,1130.0,,9.0,0
0.0,5.0,19.0,1129.0,,0.0,0
56.0,97.0,355.0,1126.0,35.0,0.0,0
62.0,125.0,3145.0,1125.0,,0.0,0
48.0,217.0,4896.0,1125.0,160.0,1.0,0
27.0,119.0,3249.0,1124.0,,1.0,0
36.0,214.0,3982.0,1123.0,,1.0,0
15.0,20.0,172.0,1119.0,72.0,0.0,0
6.0,35.0,600.0,1117.0,22.0,8.0,0
15.0,80.0,91.0,3854.0,29.0,0.0,0
77.0,262.0,6939.0,4938.0,35.0,0.0,0
259.0,602.0,13268.0,1117.0,4.0,8.0,0
383.0,1170.0,58186.0,1112.0,29.0,1.0,0
5.0,27.0,1333.0,1112.0,,8.0,0
6.0,18.0,172.0,1110.0,,1.0,0
21.0,42.0,902.0,1110.0,,0.0,0
9.0,28.0,570.0,1110.0,45.0,0.0,0
1456.0,4415.0,21342.0,4938.0,155.0,4.0,0
39.0,22.0,1899.0,4937.0,,0.0,0
389.0,712.0,16971.0,4937.0,151.0,4.0,0
442.0,1889.0,42105.0,1104.0,,2.0,0
5.0,131.0,1371.0,3853.0,,2.0,0
737.0,745.0,4549.0,1103.0,147.0,8.0,0
70.0,207.0,8396.0,1100.0,,8.0,0
42.0,140.0,1427.0,1099.0,39.0,0.0,0
84.0,844.0,1689.0,3852.0,60.0,0.0,0
57.0,80.0,12873.0,1098.0,,8.0,0
62.0,156.0,4125.0,1098.0,,1.0,0
2137.0,2146.0,21420.0,1096.0,97.0,1.0,0
106.0,268.0,12024.0,1094.0,19.0,0.0,0
2645.0,757.0,7282.0,1092.0,64.0,2.0,0
451.0,478.0,7693.0,1091.0,24.0,1.0,0
238.0,520.0,3768.0,1089.0,10.0,8.0,0
8.0,116.0,635.0,3850.0,34.0,0.0,0
297.0,402.0,15743.0,4935.0,56.0,4.0,0
937.0,1615.0,4736.0,1085.0,42.0,3.0,0
124.0,114.0,82607.0,1083.0,,1.0,0
25.0,0.0,7380.0,1081.0,32.0,8.0,0
300.0,2268.0,4359.0,4934.0,70.0,0.0,0
154.0,671.0,3423.0,1080.0,,8.0,0
522.0,770.0,18543.0,3848.0,,0.0,0
10.0,41.0,369.0,1077.0,,1.0,0
250.0,2067.0,14622.0,1076.0,43.0,0.0,0
96.0,299.0,1738.0,1071.0,22.0,2.0,0
191.0,1921.0,6681.0,3847.0,,0.0,0
43.0,136.0,419.0,4933.0,105.0,0.0,0
378.0,45.0,3198.0,1067.0,6.0,8.0,0
33.0,40.0,489.0,1067.0,1.0,2.0,0
84.0,223.0,3940.0,4933.0,22.0,4.0,0
1215.0,587.0,17679.0,3846.0,93.0,1.0,0
23.0,406.0,659.0,4933.0,17.0,0.0,0
161.0,523.0,47191.0,1061.0,,2.0,0
636.0,635.0,18315.0,3846.0,156.0,0.0,0
188.0,477.0,3770.0,4933.0,35.0,2.0,0
73.0,829.0,5525.0,3845.0,40.0,1.0,0
1041.0,436.0,5547.0,4932.0,,0.0,0
695.0,1049.0,14622.0,1058.0,43.0,3.0,0
183.0,152.0,14611.0,1058.0,102.0,2.0,0
56.0,125.0,3106.0,1058.0,35.0,2.0,0
552.0,311.0,12553.0,4932.0,,0.0,0
69.0,108.0,274.0,1055.0,,8.0,0
3292.0,4991.0,30917.0,4932.0,,0.0,0
879.0,1803.0,28259.0,3845.0,144.0,0.0,0
194.0,189.0,2486.0,1053.0,10.0,2.0,0
141.0,921.0,11776.0,1053.0,,4.0,0
79.0,255.0,4721.0,1052.0,97.0,0.0,0
384.0,1476.0,25346.0,4931.0,136.0,4.0,0
963.0,520.0,92909.0,1048.0,43.0,0.0,0
0.0,1.0,9.0,1046.0,14.0,0.0,0
3.0,3.0,331.0,1045.0,,0.0,0
704.0,676.0,137085.0,3843.0,,0.0,0
141.0,229.0,19280.0,1043.0,,8.0,0
320.0,436.0,63686.0,4931.0,31.0,0.0,0
16.0,128.0,2224.0,1042.0,,0.0,0
77.0,239.0,1662.0,1042.0,35.0,1.0,0
48.0,151.0,410.0,1041.0,26.0,1.0,0
204.0,270.0,15907.0,3843.0,,0.0,0
7.0,230.0,1728.0,1037.0,,8.0,0
6.0,247.0,327.0,1037.0,7.0,1.0,0
17.0,276.0,595.0,4930.0,46.0,3.0,0
1793.0,932.0,32177.0,1035.0,65.0,0.0,0
695.0,1102.0,18666.0,3842.0,138.0,1.0,0
480.0,2844.0,55781.0,4930.0,16.0,4.0,0
6.0,63.0,1373.0,1033.0,32.0,8.0,0
35.0,175.0,419.0,1032.0,12.0,8.0,0
269.0,106.0,8969.0,3841.0,57.0,4.0,0
4.0,193.0,590.0,1031.0,72.0,3.0,0
959.0,3365.0,41411.0,3841.0,40.0,0.0,0
152.0,94.0,37842.0,1029.0,7.0,0.0,0
4.0,35.0,8.0,1026.0,7.0,8.0,0
481.0,1757.0,4729.0,3841.0,160.0,0.0,0
8.0,93.0,569.0,3840.0,43.0,2.0,0
193.0,724.0,1396.0,1025.0,50.0,0.0,0
11.0,174.0,676.0,1024.0,,8.0,0
385.0,772.0,16708.0,4929.0,61.0,4.0,0
1917.0,3312.0,8627.0,1023.0,67.0,0.0,0
38.0,408.0,4090.0,1021.0,5.0,0.0,0
2.0,159.0,16.0,1021.0,1.0,3.0,0
410.0,780.0,5233.0,1019.0,125.0,0.0,0
25.0,143.0,3187.0,1018.0,27.0,0.0,0
93.0,43.0,17772.0,1017.0,13.0,4.0,0
13.0,116.0,478.0,1017.0,84.0,2.0,0
30.0,190.0,1964.0,3839.0,97.0,0.0,0
9.0,53.0,3552.0,1016.0,,6.0,0
1176.0,2245.0,48202.0,3839.0,113.0,1.0,0
578.0,1811.0,13487.0,4928.0,129.0,0.0,0
5.0,58.0,105.0,1012.0,29.0,8.0,0
20.0,210.0,557.0,3838.0,22.0,2.0,0
2.0,7.0,259.0,1010.0,34.0,8.0,0
29.0,192.0,614.0,1009.0,112.0,0.0,0
612.0,364.0,11447.0,1009.0,140.0,1.0,0
75.0,670.0,280.0,1007.0,,0.0,0
660.0,5013.0,51307.0,1005.0,,2.0,0
1933.0,518.0,26949.0,4927.0,149.0,0.0,0
71.0,496.0,6341.0,1004.0,32.0,8.0,0
21.0,333.0,770.0,1003.0,,0.0,0
117.0,172.0,26863.0,1003.0,,8.0,0
117.0,344.0,2111.0,1000.0,29.0,8.0,0
682.0,1822.0,4279.0,996.0,80.0,1.0,0
37.0,226.0,5048.0,993.0,10.0,2.0,0
1.0,66.0,258.0,993.0,100.0,1.0,0
10763.0,1861.0,26942.0,4926.0,50.0,0.0,0
1.0,8.0,991.0,992.0,9.0,8.0,0
1.0,9.0,1.0,991.0,2.0,8.0,0
7.0,45.0,96.0,991.0,,10.0,0
117.0,147.0,686.0,990.0,24.0,0.0,0
23.0,184.0,923.0,990.0,87.0,1.0,0
1953.0,571.0,5064.0,989.0,158.0,0.0,0
5.0,35.0,116.0,989.0,146.0,0.0,0
641.0,1320.0,10739.0,4925.0,24.0,1.0,0
2.0,19.0,1305.0,986.0,,0.0,0
91.0,332.0,2567.0,985.0,12.0,0.0,0
6.0,112.0,2075.0,985.0,,2.0,0
616.0,836.0,7832.0,3835.0,32.0,0.0,0
8.0,16.0,2616.0,983.0,,0.0,0
16.0,40.0,1231.0,983.0,111.0,0.0,0
3.0,191.0,116.0,982.0,107.0,8.0,0
43.0,214.0,9142.0,3834.0,115.0,0.0,0
4.0,31.0,264.0,979.0,81.0,0.0,0
31.0,125.0,7043.0,978.0,82.0,3.0,0
29.0,112.0,1452.0,978.0,30.0,8.0,0
49.0,215.0,9691.0,976.0,151.0,2.0,0
13.0,349.0,1691.0,976.0,66.0,8.0,0
101.0,478.0,8254.0,976.0,5.0,4.0,0
79.0,56.0,4875.0,3833.0,139.0,1.0,0
25.0,155.0,855.0,976.0,53.0,8.0,0
21.0,56.0,100.0,3833.0,15.0,2.0,0
382.0,1201.0,29985.0,975.0,151.0,1.0,0
377.0,511.0,38394.0,3833.0,,2.0,0
44.0,167.0,1368.0,973.0,,3.0,0
1876.0,603.0,49313.0,970.0,61.0,8.0,0
5.0,33.0,1858.0,967.0,106.0,8.0,0
32.0,134.0,2618.0,3832.0,,0.0,0
23.0,365.0,550.0,966.0,69.0,1.0,0
54.0,75.0,2365.0,966.0,28.0,1.0,0
12.0,236.0,787.0,962.0,,3.0,0
165.0,126.0,8181.0,3831.0,,3.0,0
7.0,48.0,2154.0,960.0,44.0,3.0,0
39.0,137.0,2500.0,959.0,,8.0,0
348.0,1620.0,11754.0,956.0,,8.0,0
268.0,267.0,5429.0,955.0,158.0,8.0,0
0.0,35.0,1047.0,955.0,,4.0,0
14.0,120.0,303.0,954.0,,0.0,0
486.0,1052.0,57799.0,952.0,16.0,8.0,0
287.0,643.0,28253.0,949.0,7.0,0.0,0
141.0,341.0,4701.0,949.0,10.0,2.0,0
479.0,837.0,18033.0,4922.0,,0.0,0
765.0,1420.0,82573.0,948.0,98.0,8.0,0
186.0,488.0,15124.0,4922.0,65.0,0.0,0
9.0,49.0,187.0,948.0,47.0,0.0,0
42.0,249.0,384.0,4921.0,47.0,2.0,0
6.0,29.0,260.0,948.0,,0.0,0
12.0,197.0,2631.0,947.0,117.0,8.0,0
68.0,58.0,34300.0,946.0,,8.0,0
1.0,81.0,107.0,945.0,12.0,8.0,0
67.0,361.0,2528.0,945.0,33.0,8.0,0
45.0,311.0,1020.0,943.0,138.0,1.0,0
1168.0,859.0,84843.0,943.0,48.0,0.0,0
2.0,51.0,710.0,942.0,19.0,8.0,0
132.0,271.0,8445.0,941.0,,6.0,0
18.0,321.0,1746.0,939.0,18.0,2.0,0
4041.0,3488.0,49522.0,939.0,26.0,0.0,0
0.0,14.0,687.0,938.0,16.0,8.0,0
21.0,14.0,1412.0,938.0,126.0,2.0,0
421.0,1438.0,16804.0,937.0,,8.0,0
190.0,269.0,10926.0,4920.0,81.0,0.0,0
387.0,331.0,32912.0,3828.0,140.0,2.0,0
18.0,192.0,3582.0,937.0,75.0,2.0,0
111.0,218.0,637.0,934.0,41.0,0.0,0
5.0,8.0,447.0,934.0,,8.0,0
550.0,2226.0,34855.0,933.0,119.0,2.0,0
33.0,164.0,2358.0,932.0,31.0,0.0,0
17.0,136.0,335.0,3827.0,,0.0,0
36.0,149.0,3622.0,932.0,111.0,2.0,0
1192.0,1596.0,7133.0,4920.0,13.0,0.0,0
154.0,399.0,8691.0,932.0,71.0,0.0,0
28.0,404.0,677.0,932.0,84.0,8.0,0
37.0,462.0,2405.0,932.0,29.0,0.0,0
334.0,1761.0,45997.0,931.0,51.0,8.0,0
1042.0,1907.0,125281.0,931.0,,8.0,0
31.0,60.0,1394.0,931.0,102.0,2.0,0
26.0,525.0,1959.0,930.0,18.0,1.0,0
8.0,31.0,584.0,928.0,,8.0,0
384.0,1551.0,2605.0,4919.0,5.0,0.0,0
10.0,97.0,9687.0,926.0,49.0,1.0,0
25.0,139.0,1238.0,926.0,30.0,8.0,0
77.0,700.0,633.0,3826.0,,8.0,0
2120.0,2244.0,4660.0,926.0,120.0,0.0,0
514.0,683.0,15676.0,3826.0,49.0,0.0,0
109.0,133.0,30252.0,925.0,89.0,0.0,0
39.0,336.0,1258.0,924.0,26.0,1.0,0
100.0,95.0,6168.0,923.0,66.0,0.0,0
279.0,473.0,20383.0,921.0,11.0,1.0,0
21.0,63.0,330.0,920.0,,8.0,0
78.0,175.0,1156.0,920.0,72.0,0.0,0
172.0,322.0,4270.0,919.0,47.0,8.0,0
0.0,59.0,1692.0,918.0,85.0,0.0,0
41.0,402.0,714.0,917.0,62.0,8.0,0
14.0,53.0,5808.0,917.0,19.0,1.0,0
298.0,930.0,17650.0,916.0,,0.0,0
405.0,1174.0,19211.0,915.0,,8.0,0
177.0,1968.0,13670.0,4918.0,,0.0,0
1.0,45.0,96.0,910.0,157.0,0.0,0
5.0,13.0,4491.0,908.0,,0.0,0
0.0,3.0,11.0,908.0,11.0,8.0,0
1.0,50.0,3.0,907.0,,2.0,0
17.0,364.0,1358.0,907.0,39.0,0.0,0
21.0,157.0,2243.0,907.0,,8.0,0
209.0,1032.0,4098.0,906.0,150.0,8.0,0
215.0,413.0,1236.0,4917.0,,0.0,0
562.0,2740.0,45172.0,4917.0,104.0,0.0,0
43.0,41.0,3576.0,903.0,155.0,0.0,0
22.0,178.0,12391.0,903.0,42.0,0.0,0
2.0,37.0,144.0,902.0,,4.0,0
27.0,146.0,27.0,902.0,9.0,8.0,0
1.0,17.0,610.0,900.0,39.0,8.0,0
311.0,1122.0,11020.0,4917.0,42.0,0.0,0
650.0,591.0,12344.0,900.0,158.0,3.0,0
3.0,30.0,154.0,898.0,,1.0,0
5796.0,6371.0,435198.0,4916.0,127.0,0.0,0
151.0,208.0,2677.0,4916.0,48.0,0.0,0
1.0,11.0,87.0,896.0,,8.0,0
321.0,711.0,2600.0,896.0,47.0,0.0,0
1359.0,684.0,8370.0,893.0,137.0,2.0,0
5959.0,552.0,12527.0,893.0,,0.0,0
30.0,108.0,2179.0,893.0,,1.0,0
26.0,34.0,2175.0,3821.0,82.0,0.0,0
5.0,98.0,126.0,890.0,28.0,1.0,0
38.0,32.0,1374.0,890.0,,8.0,0
10.0,33.0,1736.0,889.0,,0.0,0
0.0,7.0,18.0,886.0,,2.0,0
9.0,51.0,69.0,886.0,,4.0,0
695.0,738.0,4882.0,3820.0,81.0,2.0,0
22.0,98.0,1106.0,885.0,137.0,2.0,0
116.0,70.0,8427.0,885.0,56.0,4.0,0
7.0,57.0,635.0,885.0,137.0,8.0,0
198.0,119.0,21437.0,884.0,63.0,8.0,0
288.0,900.0,10141.0,884.0,,0.0,0
3.0,73.0,280.0,883.0,,8.0,0
41.0,169.0,1741.0,883.0,21.0,1.0,0
9.0,399.0,542.0,3820.0,38.0,3.0,0
478.0,588.0,13225.0,881.0,51.0,1.0,0
7.0,33.0,816.0,881.0,20.0,8.0,0
31.0,50.0,936.0,880.0,,0.0,0
74.0,267.0,27028.0,4914.0,98.0,4.0,0
242.0,245.0,1362.0,4914.0,,0.0,0
1195.0,875.0,15550.0,4914.0,28.0,0.0,0
115.0,938.0,8303.0,875.0,,8.0,0
42.0,184.0,1185.0,874.0,,0.0,0
154.0,899.0,6292.0,874.0,102.0,2.0,0
83.0,113.0,4795.0,874.0,31.0,2.0,0
381.0,1831.0,2028.0,4914.0,,0.0,0
65.0,369.0,56.0,873.0,85.0,1.0,0
36.0,143.0,843.0,872.0,116.0,0.0,0
5.0,77.0,753.0,872.0,32.0,0.0,0
346.0,876.0,1661.0,4913.0,115.0,1.0,0
1.0,6.0,307.0,871.0,,8.0,0
8.0,36.0,1028.0,871.0,39.0,0.0,0
65.0,238.0,23035.0,3818.0,,0.0,0
30.0,354.0,65503.0,869.0,,8.0,0
9.0,20.0,2769.0,868.0,39.0,0.0,0
693.0,1749.0,40559.0,4913.0,159.0,0.0,0
27.0,91.0,2143.0,863.0,,1.0,0
59.0,225.0,5140.0,860.0,60.0,1.0,0
154.0,740.0,1045.0,859.0,76.0,0.0,0
4.0,1.0,209.0,3816.0,59.0,2.0,0
344.0,1445.0,13735.0,858.0,65.0,0.0,0
4.0,14.0,200.0,857.0,5.0,3.0,0
1.0,6.0,14.0,856.0,37.0,0.0,0
27.0,101.0,12070.0,855.0,79.0,0.0,0
218.0,167.0,8865.0,854.0,18.0,0.0,0
2.0,158.0,229.0,853.0,41.0,8.0,0
288.0,1464.0,12722.0,4911.0,160.0,1.0,0
51.0,157.0,7276.0,851.0,61.0,0.0,0
30.0,100.0,6057.0,851.0,,0.0,0
122.0,340.0,6002.0,851.0,27.0,8.0,0
3996.0,642.0,29153.0,4911.0,35.0,0.0,0
99.0,1779.0,9282.0,848.0,,0.0,0
7.0,129.0,53.0,3815.0,103.0,2.0,0
8.0,58.0,2277.0,845.0,,0.0,0
24.0,95.0,1264.0,845.0,,8.0,0
48.0,635.0,9666.0,844.0,122.0,0.0,0
21.0,56.0,129.0,843.0,,1.0,0
85.0,71.0,7228.0,842.0,,1.0,0
215.0,2997.0,8492.0,4910.0,74.0,0.0,0
27.0,66.0,1234.0,840.0,67.0,2.0,0
4.0,60.0,758.0,838.0,102.0,0.0,0
7.0,103.0,298.0,837.0,,0.0,0
65.0,664.0,3774.0,834.0,25.0,8.0,0
4.0,158.0,279.0,834.0,,2.0,0
36.0,282.0,268.0,832.0,,0.0,0
26.0,134.0,387.0,4910.0,97.0,2.0,0
8.0,15.0,6551.0,830.0,10.0,0.0,0
1.0,61.0,210.0,830.0,15.0,8.0,0
59.0,306.0,4479.0,829.0,156.0,0.0,0
346.0,2872.0,3816.0,828.0,29.0,0.0,0
14.0,116.0,628.0,827.0,,8.0,0
1.0,3.0,135.0,827.0,,0.0,0
119.0,241.0,23775.0,826.0,9.0,8.0,0
11.0,128.0,255.0,825.0,15.0,0.0,0
148.0,340.0,21947.0,5693.0,33.0,0.0,0
120.0,766.0,837.0,823.0,86.0,1.0,0
26.0,11.0,766.0,823.0,53.0,8.0,0
5.0,53.0,381.0,823.0,52.0,0.0,0
118.0,60.0,3347.0,822.0,11.0,1.0,0
88.0,0.0,15.0,822.0,135.0,4.0,0
258.0,1768.0,1015.0,3811.0,,2.0,0
29.0,94.0,3335.0,819.0,145.0,0.0,0
6.0,94.0,419.0,819.0,,4.0,0
0.0,7.0,34.0,818.0,20.0,8.0,0
143.0,456.0,3496.0,4908.0,71.0,0.0,0
17.0,22.0,519.0,812.0,,3.0,0
603.0,509.0,11284.0,812.0,24.0,2.0,0
82.0,566.0,3672.0,5686.0,40.0,0.0,0
1.0,37.0,14.0,810.0,,2.0,0
356.0,620.0,26685.0,810.0,62.0,8.0,0
8.0,16.0,688.0,808.0,,2.0,0
2.0,23.0,1.0,808.0,8.0,0.0,0
1713.0,2043.0,6725.0,807.0,76.0,1.0,0
6.0,9.0,469.0,805.0,31.0,2.0,0
5.0,264.0,46.0,800.0,42.0,1.0,0
65.0,118.0,1776.0,800.0,76.0,1.0,0
2852.0,1599.0,5006.0,798.0,142.0,3.0,0
1.0,7.0,55.0,797.0,11.0,4.0,0
104.0,52.0,377.0,796.0,145.0,1.0,0
73.0,129.0,4388.0,4906.0,,0.0,0
5.0,40.0,545.0,796.0,102.0,0.0,0
50.0,293.0,1747.0,795.0,,8.0,0
6.0,33.0,124.0,795.0,81.0,8.0,0
6.0,96.0,2659.0,794.0,77.0,8.0,0
31.0,28.0,11940.0,794.0,28.0,1.0,0
192.0,334.0,5097.0,793.0,160.0,1.0,0
1005.0,333.0,18014.0,793.0,132.0,0.0,0
582.0,1232.0,19468.0,4906.0,119.0,0.0,0
0.0,3.0,160.0,791.0,,6.0,0
283.0,384.0,5601.0,790.0,,8.0,0
37.0,210.0,31.0,4905.0,44.0,2.0,0
165.0,293.0,53.0,790.0,1.0,2.0,0
4.0,10.0,6.0,790.0,,8.0,0
361.0,345.0,12183.0,4905.0,92.0,0.0,0
364.0,759.0,924.0,4905.0,160.0,1.0,0
42.0,99.0,217.0,3806.0,,0.0,0
148.0,926.0,5218.0,5674.0,19.0,0.0,0
88.0,168.0,34670.0,785.0,13.0,0.0,0
127.0,245.0,1908.0,4905.0,127.0,2.0,0
7.0,18.0,267.0,783.0,1.0,2.0,0
3.0,99.0,137.0,782.0,,0.0,0
9.0,173.0,1423.0,781.0,,8.0,0
46.0,464.0,1353.0,779.0,34.0,8.0,0
64.0,293.0,3830.0,779.0,,1.0,0
271.0,233.0,41861.0,779.0,,0.0,0
36.0,98.0,559.0,3805.0,,1.0,0
10.0,149.0,786.0,776.0,13.0,7.0,0
14.0,109.0,793.0,775.0,,8.0,0
2.0,48.0,66.0,775.0,49.0,0.0,0
,,,3805.0,67.0,0.0,0
,,,,3.0,0.0,0
9.0,72.0,3229.0,773.0,,0.0,0
1.0,5.0,12.0,773.0,,8.0,0
255.0,421.0,12823.0,3804.0,131.0,1.0,0
0.0,10.0,16.0,772.0,,2.0,0
57.0,59.0,3833.0,771.0,3.0,8.0,0
135.0,280.0,2080.0,3804.0,15.0,0.0,0
9.0,54.0,778.0,770.0,4.0,4.0,0
14.0,213.0,487.0,770.0,,2.0,0
52.0,280.0,1423.0,769.0,7.0,2.0,0
7.0,19.0,5854.0,769.0,,8.0,0
370.0,929.0,50.0,767.0,,0.0,0
6.0,21.0,1427.0,767.0,,2.0,0
591.0,1519.0,4152.0,767.0,41.0,1.0,0
32.0,58.0,1575.0,767.0,,2.0,0
24.0,63.0,1519.0,766.0,,8.0,0
628.0,1254.0,26032.0,4903.0,117.0,1.0,0
7.0,198.0,49.0,766.0,,8.0,0
58.0,629.0,1428.0,4903.0,,0.0,0
8.0,46.0,541.0,763.0,,8.0,0
4.0,369.0,757.0,762.0,20.0,8.0,0
4.0,105.0,520.0,762.0,120.0,2.0,0
8.0,35.0,2144.0,761.0,139.0,3.0,0
55.0,68.0,9846.0,4902.0,34.0,6.0,0
0.0,4.0,197.0,758.0,,2.0,0
9.0,37.0,629.0,758.0,,1.0,0
18.0,195.0,548.0,757.0,15.0,8.0,0
311.0,796.0,58741.0,754.0,90.0,8.0,0
8.0,14.0,2895.0,754.0,24.0,1.0,0
11.0,27.0,156.0,753.0,25.0,8.0,0
15.0,208.0,1423.0,753.0,13.0,0.0,0
1.0,7.0,59.0,752.0,,8.0,0
26.0,34.0,2784.0,752.0,,8.0,0
223.0,587.0,10073.0,4902.0,110.0,3.0,0
41.0,188.0,665.0,749.0,,1.0,0
2.0,151.0,402.0,748.0,10.0,1.0,0
210.0,854.0,736.0,3801.0,,4.0,0
12.0,77.0,2755.0,748.0,19.0,2.0,0
160.0,571.0,2665.0,748.0,82.0,0.0,0
167.0,130.0,1645.0,748.0,128.0,0.0,0
47.0,203.0,6079.0,746.0,,2.0,0
365.0,5005.0,21065.0,746.0,160.0,0.0,0
167.0,951.0,9972.0,746.0,28.0,4.0,0
30.0,57.0,11004.0,4901.0,,0.0,0
2.0,24.0,245.0,745.0,9.0,1.0,0
0.0,0.0,10.0,744.0,11.0,0.0,0
